hs_contact_id,email,company_name,lead_source,mql_date,lifecycle_stage,sf_opportunity_id,country,utm_campaign,number_of_employees,country_canonical,lead_source_canonical,canonical_name,has_sf_opportunity
HS-93188,contact3188@tapflow.com.br,tapflow,organic,,Subscriber,OPP-2024703,Brasil,ebook-revops,4812.0,BR,Organic Search,tapflow,True
HS-93189,contact3189@dataprime.com.br,DataPrime,Email Marketing,2024-11-11,Customer,OPP-2024485,Brasil,demo-request,665.0,BR,Email Marketing,dataprime,True
HS-93190,contact3190@gridsoft.com.br,GridSoft,Partner,,SQL,,Brasil,webinar-nov24,,BR,Partner/Referral,gridsoft,False
HS-93191,contact3191@acmecorp.com.br,Acme,Content Download,2024-04-11,Subscriber,,BR,ebook-revops,865.0,BR,Content Download,acme,False
HS-93192,contact3192@tapflow.com.br,tapflow,Event,2024-11-19,MQL,OPP-2024584,Brazil,ebook-revops,8297.0,BR,Other,tapflow,True
HS-93193,contact3193@acmecorp.com.br,Acme,organic,2024-07-05,SQL,,BRA,linkedin-ads-q3,86.0,BR,Organic Search,acme,False
HS-93194,contact3194@polare.com.br,Polare Ltda,Direct,,MQL,OPP-2024565,brasil,organic,52.0,BR,Other,polare,True
HS-93195,contact3195@fluxosistemas.com.br,FLUXO SISTEMAS,Event,2024-01-28,MQL,OPP-2024689,Brasil,partner-referral,495.0,BR,Other,fluxo,True
HS-93196,contact3196@connectwave.com.br,ConnectWave,Webinar,2024-11-18,Subscriber,OPP-2024512,Brasil,webinar-nov24,10.0,BR,Webinar,connectwave,True
HS-93197,contact3197@tapflow.com.br,TapFlow,Partner,2023-12-20,SQL,OPP-2024566,Brasil,partner-referral,7541.0,BR,Partner/Referral,tapflow,True
HS-93198,contact3198@dataprime.com.br,dataprime,organic,2025-01-18,MQL,OPP-2024572,Brasil,linkedin-ads-q3,196.0,BR,Organic Search,dataprime,True
HS-93199,contact3199@orbitdigital.com.br,Orbit,Email Marketing,2024-07-13,SQL,OPP-2024153,BRA,ebook-revops,,BR,Email Marketing,orbit,True
HS-93200,contact3200@acmecorp.com.br,Acme Corp,Email Marketing,,Subscriber,,Brasil,cold-outbound,180.0,BR,Email Marketing,acme,False
HS-93201,contact3201@corelogic.com.br,Core Logic,Content Download,2024-09-20,Lead,OPP-2024778,Brasil,demo-request,2008.0,BR,Content Download,corelogic,True
HS-93202,contact3202@gruponexus.com.br,nexus,Event,,Subscriber,OPP-2024872,Brasil,webinar-nov24,,BR,Other,nexus,True
HS-93203,contact3203@corelogic.com.br,corelogic,Direct,2023-09-16,Subscriber,,Brasil,organic,,BR,Other,corelogic,False
HS-93204,contact3204@verticetech.com.br,VERTICE TECH,Email Marketing,2024-07-20,SQL,OPP-2024479,BRASIL,cold-outbound,,BR,Email Marketing,vertice,True
HS-93205,contact3205@betasolutions.com.br,BETA SOLUTIONS,Partner,2025-01-19,Subscriber,OPP-2024982,BRASIL,partner-referral,9508.0,BR,Partner/Referral,betasolutions,True
HS-93206,contact3206@polare.com.br,POLARE,social,2024-12-25,Subscriber,,BRASIL,ebook-revops,891.0,BR,Social Media,polare,False
HS-93207,contact3207@ampliasolucoes.com.br,Amplia,Organic Search,2025-01-25,SQL,OPP-2024847,Brasil,demo-request,,BR,Organic Search,amplia,True
HS-93208,contact3208@verticetech.com.br,Vértice Tech,Partner,2024-01-19,Lead,,BR,ebook-revops,,BR,Partner/Referral,vertice,False
HS-93209,contact3209@tapflow.com.br,Tap Flow,Social Media,2024-02-05,SQL,OPP-2024510,Brasil,partner-referral,,BR,Social Media,tapflow,True
HS-93210,contact3210@dataprime.com.br,DataPrime,Referral,2024-07-21,SQL,OPP-2024627,Brasil,cold-outbound,2815.0,BR,Partner/Referral,dataprime,True
HS-93211,contact3211@skyops.com.br,SkyOps,Content Download,,Lead,OPP-2024210,Brazil,cold-outbound,,BR,Content Download,skyops,True
HS-93212,contact3212@acmecorp.com.br,Acme Corp,SEO,,Subscriber,,Brasil,event-saas-summit,701.0,BR,Organic Search,acme,False
HS-93213,contact3213@gruponexus.com.br,Grupo Nexus,SEO,2024-11-24,Customer,,BR,linkedin-ads-q3,13.0,BR,Organic Search,nexus,False
HS-93214,contact3214@mindbox.com.br,MINDBOX,Direct,,Lead,,Brasil,demo-request,947.0,BR,Other,mindbox,False
HS-93215,contact3215@corelogic.com.br,corelogic,Partner,2024-06-17,Customer,,Brasil,ebook-revops,108.0,BR,Partner/Referral,corelogic,False
HS-93216,contact3216@betasolutions.com.br,Beta Solutions,Partner,,Customer,,Brasil,ebook-revops,650.0,BR,Partner/Referral,betasolutions,False
HS-93217,contact3217@rushflow.com.br,rushflow,Social Media,2024-07-07,SQL,,Brasil,event-saas-summit,,BR,Social Media,rushflow,False
HS-93218,contact3218@fluxosistemas.com.br,Fluxo Sistemas Ltda,social,2024-05-30,Customer,,BRA,ebook-revops,885.0,BR,Social Media,fluxo,False
HS-93219,contact3219@acmecorp.com.br,acme,Direct,2024-07-30,SQL,,Brasil,demo-request,,BR,Other,acme,False
HS-93220,contact3220@dataprime.com.br,dataprime,partner referral,2023-09-16,MQL,OPP-2024788,Brasil,event-saas-summit,34.0,BR,Partner/Referral,dataprime,True
HS-93221,contact3221@dataprime.com.br,Data Prime,social,2024-01-28,SQL,,Brasil,demo-request,48.0,BR,Social Media,dataprime,False
HS-93222,contact3222@corelogic.com.br,CoreLogic,Content Download,2024-10-19,MQL,OPP-2024158,Brasil,organic,194.0,BR,Content Download,corelogic,True
HS-93223,contact3223@dataprime.com.br,DataPrime,Referral,,SQL,,Brasil,webinar-nov24,,BR,Partner/Referral,dataprime,False
HS-93224,contact3224@tapflow.com.br,TapFlow,Event,,Lead,,Brasil,cold-outbound,,BR,Other,tapflow,False
HS-93225,contact3225@dataprime.com.br,dataprime,Organic Search,2023-09-02,SQL,,BRASIL,demo-request,582.0,BR,Organic Search,dataprime,False
HS-93226,contact3226@gridsoft.com.br,GRIDSOFT,Content Download,,SQL,OPP-2024356,Brasil,linkedin-ads-q3,,BR,Content Download,gridsoft,True
HS-93227,contact3227@verticetech.com.br,Vertice Tech,Paid Search,2024-09-24,SQL,OPP-2024738,Brasil,demo-request,1987.0,BR,Paid Search,vertice,True
HS-93228,contact3228@polare.com.br,Polare,email,2024-03-07,Lead,,Brasil,linkedin-ads-q3,,BR,Email Marketing,polare,False
HS-93229,contact3229@corelogic.com.br,CORELOGIC,SEO,,MQL,,Brasil,webinar-nov24,,BR,Organic Search,corelogic,False
HS-93230,contact3230@zentra.com.br,ZENTRA,Event,2025-01-09,Lead,,Brasil,organic,357.0,BR,Other,zentra,False
HS-93231,contact3231@connectwave.com.br,ConnectWave,Organic Search,,MQL,,Brazil,event-saas-summit,117.0,BR,Organic Search,connectwave,False
HS-93232,contact3232@bluepath.com.br,bluepath,Referral,,Lead,,Brasil,ebook-revops,,BR,Partner/Referral,bluepath,False
HS-93233,contact3233@ampliasolucoes.com.br,Amplia Soluções Ltda,Organic Search,2023-12-05,SQL,,Brasil,organic,,BR,Organic Search,amplia,False
HS-93234,contact3234@gruponexus.com.br,Grupo Nexus,social,,Lead,,Brasil,demo-request,,BR,Social Media,nexus,False
HS-93235,contact3235@mindbox.com.br,mindbox,google ads,2024-10-15,MQL,,Brazil,webinar-nov24,818.0,BR,Paid Search,mindbox,False
HS-93236,contact3236@skyops.com.br,Sky Ops,Organic,,Lead,OPP-2025182,Brasil,webinar-nov24,79.0,BR,Organic Search,skyops,True
HS-93237,contact3237@betasolutions.com.br,beta solutions,Social Media,2024-04-08,MQL,,Brasil,webinar-nov24,,BR,Social Media,betasolutions,False
HS-93238,contact3238@acmecorp.com.br,ACME CORP,Organic,2023-12-16,Customer,,Brasil,demo-request,,BR,Organic Search,acme,False
HS-93239,contact3239@verticetech.com.br,Vértice Tech,Direct,2024-11-11,MQL,,Brasil,demo-request,42.0,BR,Other,vertice,False
HS-93240,contact3240@mindbox.com.br,Mindbox,Content Download,,Subscriber,OPP-2024603,Brasil,cold-outbound,8211.0,BR,Content Download,mindbox,True
HS-93241,contact3241@polaris.com.br,Polaris,email,2023-12-31,Customer,,Brasil,demo-request,26.0,BR,Email Marketing,polaris,False
HS-93242,contact3242@gruponexus.com.br,Grupo Nexus,Direct,2023-12-30,Lead,,Brasil,cold-outbound,2495.0,BR,Other,nexus,False
HS-93243,contact3133@dataprime.com.br,DataPrime,Paid Search,,Customer,,Brasil,demo-request,181.0,BR,Paid Search,dataprime,False
HS-93244,contact3080@mindbox.com.br,Mindbox,Direct,,SQL,,Brasil,partner-referral,812.0,BR,Other,mindbox,False
HS-93245,contact3245@gruponexus.com.br,Nexus Group,Referral,,SQL,OPP-2024851,Brazil,organic,,BR,Partner/Referral,nexus,True
HS-93246,contact3246@polaris.com.br,Polaris Tech,Webinar,2024-02-03,Customer,OPP-2024253,Brasil,event-saas-summit,425.0,BR,Webinar,polaris,True
HS-93247,contact3247@dataprime.com.br,DataPrime,Content Download,,Customer,OPP-2024677,Brasil,webinar-nov24,137.0,BR,Content Download,dataprime,True
HS-93248,contact3248@connectwave.com.br,Connect Wave,Referral,,SQL,OPP-2024430,brasil,linkedin-ads-q3,,BR,Partner/Referral,connectwave,True
HS-93249,contact3249@bluepath.com.br,bluepath,Event,2023-12-15,MQL,OPP-2024248,Brazil,cold-outbound,,BR,Other,bluepath,True
HS-93250,contact3250@gridsoft.com.br,GRIDSOFT,Event,2024-06-28,Lead,,BRA,event-saas-summit,15.0,BR,Other,gridsoft,False
HS-93251,contact3251@bluepath.com.br,Blue Path,Event,2024-01-01,MQL,OPP-2025145,Brazil,ebook-revops,835.0,BR,Other,bluepath,True
HS-93252,contact3252@verticetech.com.br,VERTICE TECH,Referral,,MQL,OPP-2024319,Brasil,organic,,BR,Partner/Referral,vertice,True
HS-93253,contact3253@zentra.com.br,Zentra,Organic Search,2024-05-06,Subscriber,,Brasil,linkedin-ads-q3,87.0,BR,Organic Search,zentra,False
HS-93254,contact3254@gridsoft.com.br,gridsoft,Social Media,2024-06-16,Customer,,Brasil,organic,555.0,BR,Social Media,gridsoft,False
HS-93255,contact3255@corelogic.com.br,CORELOGIC,email,2024-01-08,Customer,,Brasil,ebook-revops,120.0,BR,Email Marketing,corelogic,False
HS-93256,contact3256@innova.com.br,Innova,Webinar,2024-10-28,MQL,,Brasil,ebook-revops,83.0,BR,Webinar,innova,False
HS-93257,contact3257@skyops.com.br,SKYOPS,Webinar,2024-12-24,MQL,OPP-2024008,Brasil,webinar-nov24,81.0,BR,Webinar,skyops,True
HS-93258,contact3258@tapflow.com.br,tapflow,email,2023-12-14,MQL,,BR,cold-outbound,,BR,Email Marketing,tapflow,False
HS-93259,contact3259@mindbox.com.br,MINDBOX,Webinar,2024-12-05,Lead,,BRA,demo-request,1379.0,BR,Webinar,mindbox,False
HS-93260,contact3260@gruponexus.com.br,Grupo Nexus,social,2023-12-15,MQL,,Brasil,organic,10.0,BR,Social Media,nexus,False
HS-93261,contact3261@verticetech.com.br,Vértice Tech,Organic,,Subscriber,,brasil,event-saas-summit,,BR,Organic Search,vertice,False
HS-93262,contact3262@skyops.com.br,skyops,Event,2025-01-16,MQL,,brasil,demo-request,321.0,BR,Other,skyops,False
HS-93263,contact3263@dataprime.com.br,DataPrime,Direct,,SQL,,Brasil,webinar-nov24,4459.0,BR,Other,dataprime,False
HS-93264,contact3264@bluepath.com.br,BLUEPATH,Webinar,2024-06-09,SQL,OPP-2024244,Brasil,demo-request,280.0,BR,Webinar,bluepath,True
HS-93265,contact3265@innova.com.br,INNOVA,Partner,2023-09-18,Subscriber,,Brazil,ebook-revops,106.0,BR,Partner/Referral,innova,False
HS-93266,contact3266@ampliasolucoes.com.br,Amplia Soluções,Paid Search,2024-03-24,Lead,,Brasil,linkedin-ads-q3,311.0,BR,Paid Search,amplia,False
HS-93267,contact3267@zentra.com.br,zentra,Organic Search,2023-12-07,Customer,,Brazil,event-saas-summit,,BR,Organic Search,zentra,False
HS-93268,contact3268@tapflow.com.br,tapflow,Content Download,2024-06-03,Customer,,Brasil,cold-outbound,108.0,BR,Content Download,tapflow,False
HS-93269,contact3269@verticetech.com.br,Vertice Tech,Organic Search,2024-01-31,Customer,,Brasil,webinar-nov24,,BR,Organic Search,vertice,False
HS-93270,contact3270@acmecorp.com.br,Acme Corp.,email,2023-09-24,MQL,OPP-2024035,Brasil,cold-outbound,745.0,BR,Email Marketing,acme,True
HS-93271,contact3271@gruponexus.com.br,GRUPO NEXUS,organic,2024-05-31,Customer,,Brasil,organic,96.0,BR,Organic Search,nexus,False
HS-93272,contact3272@orbitdigital.com.br,ORBIT DIGITAL,Organic Search,,SQL,,Brasil,linkedin-ads-q3,50.0,BR,Organic Search,orbit,False
HS-93273,contact3273@gridsoft.com.br,GRIDSOFT,Event,2024-09-02,Subscriber,,BRA,webinar-nov24,,BR,Other,gridsoft,False
HS-93274,contact3274@polare.com.br,polare,organic,2024-03-20,Subscriber,OPP-2024584,Brasil,partner-referral,,BR,Organic Search,polare,True
HS-93275,contact3275@skyops.com.br,SKYOPS,Partner,2025-01-17,Lead,,Brasil,event-saas-summit,40.0,BR,Partner/Referral,skyops,False
HS-93276,contact3276@polare.com.br,POLARE,Organic Search,2023-09-30,Subscriber,,Brazil,partner-referral,,BR,Organic Search,polare,False
HS-93277,contact3277@corelogic.com.br,CoreLogic,Paid Search,2024-01-02,MQL,,BR,organic,,BR,Paid Search,corelogic,False
HS-93278,contact3278@zentra.com.br,Zentra,Organic,2024-08-08,SQL,,Brasil,organic,,BR,Organic Search,zentra,False
HS-93279,contact3279@acmecorp.com.br,Acme,google ads,2023-12-25,Lead,,Brasil,event-saas-summit,962.0,BR,Paid Search,acme,False
HS-93280,contact3280@corelogic.com.br,CoreLogic,Paid Search,,Subscriber,OPP-2024304,Brasil,partner-referral,8690.0,BR,Paid Search,corelogic,True
HS-93281,contact3281@orbitdigital.com.br,Orbit,Content Download,2024-08-17,Customer,,BRASIL,organic,52.0,BR,Content Download,orbit,False
HS-93282,contact3282@innova.com.br,Innova Tech,Paid Search,2023-10-25,Lead,OPP-2024256,Brasil,ebook-revops,7800.0,BR,Paid Search,innova,True
HS-93283,contact3283@orbitdigital.com.br,Orbit Digital,Social Media,2024-06-09,Customer,,Brasil,linkedin-ads-q3,7709.0,BR,Social Media,orbit,False
HS-93284,contact3284@acmecorp.com.br,Acme Corp.,Paid Search,2024-11-03,Subscriber,,Brasil,demo-request,301.0,BR,Paid Search,acme,False
HS-93285,contact3285@fluxosistemas.com.br,Fluxo,organic,,Customer,,Brasil,linkedin-ads-q3,,BR,Organic Search,fluxo,False
HS-93286,contact3286@bluepath.com.br,Blue Path,Paid Search,2024-08-24,MQL,OPP-2024551,Brasil,demo-request,,BR,Paid Search,bluepath,True
HS-93287,contact3287@dataprime.com.br,DataPrime,Event,2023-12-05,Lead,,Brasil,organic,,BR,Other,dataprime,False
HS-93288,contact3210@dataprime.com.br,DataPrime,Webinar,,MQL,OPP-2024926,Brasil,partner-referral,582.0,BR,Webinar,dataprime,True
HS-93289,contact3289@ampliasolucoes.com.br,AMPLIA SOLUCOES,google ads,2024-01-02,Lead,,Brasil,ebook-revops,948.0,BR,Paid Search,amplia,False
HS-93290,contact3290@rushflow.com.br,RushFlow,Organic Search,2024-11-12,SQL,,BRASIL,cold-outbound,729.0,BR,Organic Search,rushflow,False
HS-93291,contact3252@verticetech.com.br,VERTICE TECH,Event,2024-05-27,MQL,OPP-2024097,Brasil,cold-outbound,416.0,BR,Other,vertice,True
HS-93292,contact3292@connectwave.com.br,CONNECTWAVE,Email Marketing,,MQL,,Brasil,partner-referral,363.0,BR,Email Marketing,connectwave,False
HS-93293,contact3293@gridsoft.com.br,GRIDSOFT,email,2023-10-11,MQL,,Brasil,organic,600.0,BR,Email Marketing,gridsoft,False
HS-93294,contact3294@polaris.com.br,POLARIS,Referral,2024-01-29,Subscriber,OPP-2024287,Brasil,cold-outbound,,BR,Partner/Referral,polaris,True
HS-93295,contact3295@skyops.com.br,Sky Ops,Content Download,2024-03-15,Customer,,Brasil,event-saas-summit,504.0,BR,Content Download,skyops,False
HS-93296,contact3296@dataprime.com.br,Data Prime,Paid Search,2024-09-11,MQL,,Brazil,linkedin-ads-q3,,BR,Paid Search,dataprime,False
HS-93297,contact3297@betasolutions.com.br,Beta Solutions Ltda,Organic Search,2024-09-12,Customer,OPP-2025164,Brazil,linkedin-ads-q3,,BR,Organic Search,betasolutions,True
HS-93298,contact3298@verticetech.com.br,VERTICE TECH,Webinar,2024-09-19,Subscriber,,Brasil,cold-outbound,,BR,Webinar,vertice,False
HS-93299,contact3299@gruponexus.com.br,GRUPO NEXUS,Referral,2024-09-20,SQL,,Brasil,event-saas-summit,,BR,Partner/Referral,nexus,False
HS-93300,contact3300@bluepath.com.br,BLUEPATH,organic,,SQL,,Brasil,organic,17.0,BR,Organic Search,bluepath,False
HS-93301,contact3301@acmecorp.com.br,ACME CORP,Direct,2024-11-19,Customer,OPP-2024224,Brasil,ebook-revops,,BR,Other,acme,True
HS-93302,contact3302@acmecorp.com.br,Acme,social,,MQL,,BRASIL,organic,170.0,BR,Social Media,acme,False
HS-93303,contact3303@tapflow.com.br,TAPFLOW,Organic Search,,MQL,,Brasil,partner-referral,5661.0,BR,Organic Search,tapflow,False
HS-93304,contact3304@polaris.com.br,polaris,paid,,Lead,OPP-2024916,BRASIL,partner-referral,,BR,Paid Search,polaris,True
HS-93305,contact3305@acmecorp.com.br,ACME CORP,Paid Search,2024-12-19,SQL,OPP-2025059,Brasil,event-saas-summit,682.0,BR,Paid Search,acme,True
HS-93306,contact3306@tapflow.com.br,Tap Flow,paid,2024-06-18,Subscriber,,Brasil,organic,49.0,BR,Paid Search,tapflow,False
HS-93307,contact3307@ampliasolucoes.com.br,Amplia Soluções,Email Marketing,2024-08-14,MQL,,Brasil,ebook-revops,7874.0,BR,Email Marketing,amplia,False
HS-93308,contact3308@corelogic.com.br,corelogic,Partner,,MQL,OPP-2024287,Brasil,linkedin-ads-q3,4158.0,BR,Partner/Referral,corelogic,True
HS-93309,contact3309@acmecorp.com.br,ACME CORP,Organic,,SQL,OPP-2025125,brasil,webinar-nov24,8687.0,BR,Organic Search,acme,True
HS-93310,contact3310@verticetech.com.br,Vertice Tech,Organic,2023-12-25,MQL,,Brasil,webinar-nov24,,BR,Organic Search,vertice,False
HS-93311,contact3311@zentra.com.br,Zentra Tech,Partner,2024-03-01,Subscriber,,BRA,cold-outbound,,BR,Partner/Referral,zentra,False
HS-93312,contact3296@dataprime.com.br,dataprime,Email Marketing,2024-07-28,SQL,,Brasil,ebook-revops,557.0,BR,Email Marketing,dataprime,False
HS-93313,contact3313@dataprime.com.br,dataprime,google ads,2023-12-02,SQL,,Brasil,webinar-nov24,,BR,Paid Search,dataprime,False
HS-93314,contact3314@corelogic.com.br,Core Logic,Email Marketing,2025-01-22,SQL,,Brasil,ebook-revops,157.0,BR,Email Marketing,corelogic,False
HS-93315,contact3315@verticetech.com.br,Vertice Tech,Direct,,Lead,,Brasil,webinar-nov24,117.0,BR,Other,vertice,False
HS-93316,contact3316@polare.com.br,Polare,Referral,2023-12-30,Subscriber,OPP-2024355,BRA,event-saas-summit,72.0,BR,Partner/Referral,polare,True
HS-93317,contact3317@skyops.com.br,Sky Ops,Paid Search,2024-07-22,SQL,,BR,cold-outbound,,BR,Paid Search,skyops,False
HS-93318,contact3318@polaris.com.br,POLARIS,Content Download,,SQL,OPP-2024523,Brazil,partner-referral,,BR,Content Download,polaris,True
HS-93319,contact3319@verticetech.com.br,VERTICE TECH,Social Media,,Lead,,Brasil,cold-outbound,121.0,BR,Social Media,vertice,False
HS-93320,contact3320@innova.com.br,innova,Webinar,2023-09-06,Lead,,BRA,demo-request,,BR,Webinar,innova,False
HS-93321,contact3321@ampliasolucoes.com.br,Amplia,Referral,,SQL,OPP-2025098,Brasil,ebook-revops,565.0,BR,Partner/Referral,amplia,True
HS-93322,contact3322@tapflow.com.br,Tap Flow,email,2024-12-07,MQL,,Brasil,event-saas-summit,739.0,BR,Email Marketing,tapflow,False
HS-93323,contact3323@dataprime.com.br,DataPrime,Email Marketing,2023-11-05,Customer,OPP-2025109,Brazil,linkedin-ads-q3,,BR,Email Marketing,dataprime,True
HS-93324,contact3324@gruponexus.com.br,Grupo Nexus,Content Download,,Customer,,Brazil,linkedin-ads-q3,,BR,Content Download,nexus,False
HS-93325,contact3325@verticetech.com.br,VERTICE TECH,social,2024-04-07,Lead,OPP-2024961,Brazil,partner-referral,,BR,Social Media,vertice,True
HS-93326,contact3326@dataprime.com.br,DATAPRIME,Event,,SQL,OPP-2024522,Brasil,webinar-nov24,3945.0,BR,Other,dataprime,True
HS-93327,contact3327@zentra.com.br,Zentra,Social Media,2023-10-24,Subscriber,OPP-2025062,Brasil,linkedin-ads-q3,196.0,BR,Social Media,zentra,True
HS-93328,contact3328@gridsoft.com.br,GridSoft,organic,2023-11-26,Lead,,Brasil,cold-outbound,108.0,BR,Organic Search,gridsoft,False
HS-93329,contact3329@betasolutions.com.br,Beta Solutions,Referral,2024-07-06,Lead,,Brasil,ebook-revops,134.0,BR,Partner/Referral,betasolutions,False
HS-93330,contact3321@ampliasolucoes.com.br,Amplia,Direct,2024-09-12,MQL,,brasil,linkedin-ads-q3,244.0,BR,Other,amplia,False
HS-93331,contact3331@gruponexus.com.br,Grupo Nexus,Organic Search,,Customer,,Brasil,webinar-nov24,108.0,BR,Organic Search,nexus,False
HS-93332,contact3332@tapflow.com.br,TAPFLOW,social,2024-05-08,Lead,OPP-2024889,Brasil,ebook-revops,,BR,Social Media,tapflow,True
HS-93333,contact3333@bluepath.com.br,BluePath,Partner,2024-06-04,MQL,,Brasil,ebook-revops,301.0,BR,Partner/Referral,bluepath,False
HS-93334,contact3334@bluepath.com.br,BluePath,Email Marketing,2024-11-01,Lead,,BRASIL,partner-referral,663.0,BR,Email Marketing,bluepath,False
HS-93335,contact3335@polare.com.br,polare,Organic Search,2023-10-16,MQL,,Brasil,webinar-nov24,7518.0,BR,Organic Search,polare,False
HS-93336,contact3336@betasolutions.com.br,beta solutions,Email Marketing,2024-02-02,Subscriber,OPP-2024171,Brasil,demo-request,756.0,BR,Email Marketing,betasolutions,True
HS-93337,contact3139@orbitdigital.com.br,Orbit Digital,Partner,2024-08-01,Lead,,Brasil,linkedin-ads-q3,666.0,BR,Partner/Referral,orbit,False
HS-93338,contact3338@tapflow.com.br,TAPFLOW,Paid Search,2024-03-13,Customer,,Brasil,event-saas-summit,9860.0,BR,Paid Search,tapflow,False
HS-93339,contact3339@connectwave.com.br,CONNECTWAVE,partner referral,2024-02-06,MQL,OPP-2024515,Brasil,ebook-revops,161.0,BR,Partner/Referral,connectwave,True
HS-93340,contact3340@gridsoft.com.br,GRIDSOFT,Organic,2023-12-08,MQL,,Brasil,organic,234.0,BR,Organic Search,gridsoft,False
HS-93341,contact3341@verticetech.com.br,Vertice,Direct,2023-11-23,Customer,OPP-2024746,Brasil,webinar-nov24,,BR,Other,vertice,True
